name,year
Hyundai Verna 1.6 SX CRDI (O) AT,2012
Tata Indigo CS LS (TDI) BS-III,2016
Hyundai i20 Asta Optional with Sunroof 1.2,2013
Volkswagen Polo GT TSI,2013
Volkswagen Ameo 1.2 MPI Highline,2016
Hyundai i10 Sportz 1.2 AT,2010
Honda City S,2012
Hyundai i10 Magna,2011
Volkswagen Polo Petrol Highline 1.2L,2013
Nissan Micra XL Optional,2015
Honda Jazz Basic,2011
Hyundai i10 Sportz AT,2011
Maruti Swift VXI,2012
Maruti Swift LXI,2011
Tata Tigor 1.2 Revotron XZ,2018
Maruti Alto K10 VXI,2015
Hyundai Verna 1.6 VTVT,2013
Hyundai Grand i10 CRDi Asta,2014
Hyundai Elite i20 Petrol Sportz,2019
Tata New Safari DICOR 2.2 EX 4x2,2011
Tata Indigo CR4,2012
Tata Indica V2 eLS,2016
Ford Fiesta 1.4 TDCi EXI,2005
Ford Fiesta Classic 1.4 Duratorq CLXI,2012
Hyundai i20 Sportz Option 1.2,2014
Hyundai i10 Era,2010
Honda City i-VTEC VX,2017
Honda Mobilio V i DTEC,2014
Mahindra TUV 300 T8,2017
Chevrolet Beat LS,2013
Hyundai Creta 1.6 CRDi SX,2016
Maruti Alto K10 VXI,2014
Hyundai Grand i10 1.2 Kappa Sportz AT,2018
Toyota Fortuner 2.8 4WD AT BSIV,2017
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2016
BMW X3 xDrive20d,2012
Mahindra XUV500 W8 4WD,2014
Mercedes-Benz GLA Class 200 CDI SPORT,2017
Ford Fiesta 1.4 ZXi TDCi LE,2010
Renault Duster 110PS Diesel RxZ,2012
Maruti Alto LXi,2009
Honda City 1.5 S MT,2011
Mahindra XUV500 W10 2WD,2015
Maruti Swift Dzire ZDI,2014
Maruti Swift Dzire VDI,2014
Tata Indigo LX,2008
Maruti Swift VDI Optional,2015
Maruti Wagon R VXI BS IV,2008
Ford Figo 1.2P Titanium Plus MT,2016
Maruti Celerio ZXI,2014
Hyundai Creta 1.6 VTVT S,2016
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016
Maruti Alto LXi BSIII,2008
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017
Maruti 800 AC,2004
Hyundai Verna 1.6 VGT CRDi,2012
Fiat Linea 1.3 Multijet Emotion,2015
Maruti Swift VDI BSIV,2017
Maruti Celerio ZXI,2016
Maruti Swift ZXI Plus,2020
Maruti Ertiga VDI,2012
Honda City Corporate Edition,2013
Mahindra Bolero Power Plus ZLX,2018
Mahindra Verito 1.5 D6 BSIII,2014
Maruti Wagon R AMT VXI,2018
Maruti Swift Dzire VXI 1.2,2017
Maruti Alto 800 LXI,2018
Maruti Swift Dzire AMT VXI BS IV,2018
Maruti Swift VXI Optional,2017
Tata Hexa XE,2019
Hyundai i20 Magna,2013
Maruti Swift Dzire VDI,2018
Maruti Wagon R VXI BS IV,2015
Toyota Corolla Altis 1.8 VL AT,2012
Honda Brio S MT,2012
Maruti Baleno Alpha Automatic,2018
Tata Safari Storme EX,2017
Maruti Alto LXi,2011
Renault KWID RXT,2018
Datsun GO T BSIV,2017
Maruti Vitara Brezza VDi Option,2017
Hyundai Xcent 1.2 VTVT SX,2020
Maruti Alto 800 LXI,2015
Hyundai i20 1.2 Sportz,2012
Hyundai i20 Active 1.4 SX with AVN,2015
Maruti Swift Dzire VDI,2015
Maruti Ertiga ZDI,2014
Maruti Ertiga ZDI,2014
Renault Duster 85PS Diesel RxE,2014
Renault Duster 85PS Diesel RxE,2014
Toyota Etios GD SP,2012
Toyota Etios GD SP,2012
Maruti Swift VDI BSIV,2010
Ford Freestyle Trend Diesel BSIV,2018
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2011
Mercedes-Benz New C-Class 250 CDI Classic,2011
Maruti Swift Dzire VXI 1.2,2019
Ford Ecosport 1.5 Diesel Titanium,2016
Mahindra XUV300 W8 Option Diesel BSIV,2019
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018
Mahindra XUV300 W8 Option BSIV,2019
Hyundai Creta 1.6 CRDi AT SX Plus,2017
Hyundai i20 1.4 Asta Option,2017
Hyundai i20 1.4 Sportz,2018
Maruti Ciaz 1.3 Alpha,2017
Maruti Swift VXI BSIV,2018
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017
Renault Duster 85PS Diesel RxL,2016
Hyundai i10 Magna,2009
Maruti Baleno Sigma 1.2,2017
Datsun GO T Option BSIV,2016
Hyundai Creta 1.4 CRDi Base,2017
Maruti Swift Dzire VDI,2017
Tata Manza Club Class Quadrajet90 EX,2013
Renault Triber RXZ BSIV,2019
Maruti Swift Dzire VDI,2015
Maruti Swift Dzire Vdi BSIV,2011
Volkswagen Polo 1.2 MPI Comfortline,2016
Volkswagen Polo 1.2 MPI Comfortline,2016
Maruti Wagon R LXI Minor,2009
Hyundai i10 Era,2009
Tata Indigo CS LX (TDI) BS III,2012
Honda City V MT,2013
Maruti Swift VDI BSIV,2015
Maruti Ignis 1.2 Delta BSIV,2018
Maruti Swift ZDI Plus,2013
Maruti Swift Dzire Tour LDI,2017
Ford Figo Titanium Blu,2019
Hyundai Grand i10 Magna,2015
Tata Indica V2 GLX BSIII,2012
Hyundai EON Magna Plus Option,2012
Maruti Celerio ZXI,2015
Maruti Swift VXI,2013
Hyundai Grand i10 Asta Option,2016
Ford EcoSport 1.5 Diesel Titanium BSIV,2016
Honda Brio S MT,2013
Hyundai i20 1.2 Asta,2017
Honda City i-VTEC V,2018
Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018
Maruti Celerio VXI,2017
Mahindra XUV500 W10 2WD,2017
Renault KWID 1.0,2016
Hyundai EON Magna Plus,2013
Maruti Swift VXI Optional,2016
Maruti Alto LXi,2012
Maruti Swift Dzire LDIX Limited Edition,2014
Maruti Alto K10 2010-2014 VXI,2010
Maruti Alto K10 2010-2014 VXI,2010
Hyundai EON 1.0 Era Plus,2017
Ford Fiesta Classic 1.6 Duratec CLXI,2011
Mahindra KUV 100 mFALCON D75 K2 Plus,2016
Hyundai Xcent 1.2 CRDi E Plus,2018
Maruti 800 Std,2003
Ford Aspire Titanium BSIV,2019
Datsun RediGO SV 1.0,2019
Maruti 800 AC,1997
Maruti Wagon R VXI BS IV,2014
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Renault KWID RXT Optional,2016
Nissan Terrano XL 110 PS,2014
Maruti Celerio ZXI Optional MT BSIV,2018
Hyundai Creta 1.6 CRDi SX Option,2015
Tata Zest Quadrajet 1.3 75PS XM,2017
Maruti Swift VDI BSIV,2015
Hyundai Verna 1.6 SX,2014
Maruti Swift Dzire VDI,2013
Fiat Grande Punto EVO 1.2 Dynamic,2015
Maruti Swift Dzire ZDi,2008
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006
Volkswagen Vento Petrol Trendline,2011
Mahindra Bolero DI DX 8 Seater,2011
Datsun RediGO AMT 1.0 S,2018
Hyundai Grand i10 Magna,2013
Mahindra Scorpio SLE BSIII,2011
Volkswagen Vento 1.5 TDI Highline,2015
Maruti Swift VXI Optional,2016
Skoda Rapid Monte Carlo 1.5 TDI AT BSIV,2017
Maruti Alto LXi BSIII,2010
Hyundai EON Magna Plus,2014
Renault Duster 110PS Diesel RxL Explore,2016
Mahindra XUV500 W8 2WD,2014
Renault KWID 1.0 RXT BSIV,2019
Renault KWID RXL,2016
Maruti Swift Dzire VXI,2013
Hyundai i10 Era,2008
Maruti Vitara Brezza ZDi,2019
Volvo XC40 D4 Inscription BSIV,2019
Volkswagen Jetta 1.6 Trendline,2010
Toyota Fortuner 2.8 4WD AT BSIV,2018
Tata Manza Aura (ABS) Quadrajet BS IV,2010
Toyota Land Cruiser Prado VX L,2014
Honda City i DTEC VX,2014
Chevrolet Tavera Neo LS B3 - 10 seats BSIII,2011
Honda Civic ZX,2019
Hyundai EON 1.0 Era Plus,2017
Maruti Ertiga BSIV VXI,2017
Maruti Alto LXi,2010
Maruti Ertiga ZDI,2015
Maruti Alto LX,2005
Maruti Wagon R AMT VXI Plus,2017
Nissan Sunny Diesel XL,2013
Honda Jazz 1.2 V AT i VTEC Privilege,2017
Hyundai Grand i10 Sportz,2015
Maruti Swift AMT ZXI Plus BSIV,2019
Maruti Swift VXI Optional,2015
Honda City i DTEC V,2014
Chevrolet Spark 1.0 LT,2012
Mahindra Bolero 2011-2019 DI - AC BS III,2013
Hyundai i20 Asta 1.4 CRDi,2012
Nissan Terrano XL Plus 85 PS,2015
Chevrolet Enjoy 1.3 TCDi LS 7,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015
Hyundai Verna 1.6 CRDi S,2016
Maruti Swift VXI,2020
Honda Brio 1.2 E MT,2017
Maruti Swift Dzire VDI,2017
Maruti Baleno Alpha 1.3,2017
Honda Jazz 1.5 V i DTEC,2015
Maruti Swift VDI BSIV,2016
Renault KWID RXT,2016
Ford Figo Diesel ZXI,2011
Mahindra XUV500 W10 2WD,2017
Hyundai i20 Asta 1.4 CRDi (Diesel),2009
Toyota Innova 2.5 V Diesel 7-seater,2011
Ford Figo 1.5D Titanium Opt MT,2016
Maruti Ciaz ZDi Plus SHVS,2017
Hyundai i10 LPG,2012
Renault KWID RXT Optional,2016
Tata Hexa XT,2018
Maruti Alto LX BSIII,2005
Maruti Celerio ZXI MT BSIV,2017
BMW 6 Series GT 630d Luxury Line,2018
Maruti Alto LXi,2012
Hyundai Xcent 1.1 CRDi SX Option,2018
Hyundai i20 1.2 Asta,2019
Mahindra KUV 100 D75 K6 Plus 5Str,2016
Tata Manza Aura (ABS) Quadrajet,2011
Mahindra Thar CRDe,2019
Datsun GO A Petrol,2016
Maruti Alto 800 VXI BSIV,2016
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019
Maruti Swift VXI,2019
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018
Maruti Ertiga ZDI Plus,2018
Maruti Alto 800 LXI BSIV,2016
Hyundai i20 2015-2017 Magna 1.2,2017
Hyundai i20 Asta 1.2,2018
Maruti Vitara Brezza ZDi,2018
Maruti Swift Dzire VDI Optional,2018
Hyundai EON Era,2014
Tata Indica Vista Terra 1.4 TDI,2009
Maruti Ertiga ZDI Plus,2017
Toyota Fortuner 4x2 AT,2015
Maruti Vitara Brezza ZDi,2018
Maruti Ciaz ZDi Plus SHVS,2016
Jeep Compass 1.4 Limited,2019
Hyundai Creta 1.6 SX Diesel,2017
Maruti Ertiga SHVS VDI,2019
Maruti Ertiga ZDI,2016
Maruti Ertiga VDI,2013
Hyundai i20 Diesel Asta Option,2014
Toyota Innova 2.5 V Diesel 7-seater,2013
Honda City 1.5 V MT,2013
Datsun GO Plus T,2017
Maruti Ertiga VDI,2017
Maruti Ertiga VXI,2018
Maruti Swift Dzire VDI,2017
Hyundai Santro GLS I - Euro II,2009
Maruti Swift ZDi,2014
Toyota Innova Crysta 2.4 VX MT,2017
Toyota Innova Crysta 2.4 VX MT,2016
Hyundai Creta 1.4 CRDi S,2018
Maruti Swift VDI,2013
Maruti Swift Dzire VDI,2017
Hyundai EON Era Plus,2016
Honda Civic 1.8 V MT,2009
Hyundai i10 Era,2008
Maruti Eeco 5 Seater AC BSIV,2015
Maruti Alto LXI,2004
Maruti Wagon R LXI Minor,2007
Maruti Wagon R LXI,2006
Mahindra XUV500 W10 2WD,2018
Hyundai Grand i10 CRDi Sportz,2015
Maruti Swift VDI BSIV,2016
Mahindra Renault Logan 1.5 DLE Diesel,2007
Maruti Swift Dzire VDi,2012
Maruti Alto K10 VXI Airbag,2016
Maruti Celerio VXI MT BSIV,2018
Maruti Swift 1.3 LXI,2005
Mahindra XUV500 W8 2WD,2014
Hyundai Santro Sportz AMT BSIV,2019
Tata Manza Aqua Quadrajet BS IV,2010
Ford Fiesta EXi 1.4 TDCi Ltd,2011
Maruti 800 AC,1998
Hyundai Grand i10 1.2 Kappa Magna BSIV,2018
Maruti Alto LXi BSIII,2007
Maruti Zen VXI,2003
Ford EcoSport 1.5 TDCi Titanium BSIV,2015
Ford Fiesta 1.4 SXi TDCi ABS,2010
Maruti Swift Vdi BSIII,2010
Mahindra XUV500 W10 1.99 mHawk,2018
Ford Fiesta 1.4 ZXi TDCi LE,2008
Ford Fiesta 1.4 ZXi TDCi ABS,2008
Mahindra Xylo D2 BS IV,2010
Nissan Micra Diesel XV,2011
Mahindra Bolero 2011-2019 SLX,2016
Maruti Ertiga ZXI,2015
Maruti Ertiga ZXI,2015
Maruti Swift Dzire ZXI,2016
Maruti Wagon R VXI BS IV,2012
BMW X1 sDrive20d,2011
Maruti Wagon R Duo Lxi,2012
Fiat Grande Punto 1.3 Emotion (Diesel),2013
Ford EcoSport 1.5 Diesel Titanium BSIV,2018
Chevrolet Cruze LTZ,2011
Maruti Swift Dzire LDI Optional,2015
Tata Zest Quadrajet 1.3 XT,2017
Maruti Wagon R Stingray VXI,2014
Maruti Alto 800 Base,2015
Renault Duster 110PS Diesel RXZ Optional with Nav,2014
Mahindra Xylo D2,2009
Hyundai Santro LS zipPlus,2002
Maruti Swift 1.3 LXI,2005
Maruti Vitara Brezza VDi Option,2016
Tata Bolt Revotron XE,2017
Chevrolet Beat Diesel,2013
Maruti Alto AX,2005
Maruti Omni E 8 Str STD,2009
Honda City 2017-2020 GXi,2008
Volkswagen Vento Diesel Trendline,2011
Mahindra Bolero SLX,2007
Hyundai Xcent 1.2 CRDi E Plus,2017
Hyundai Xcent 1.2 VTVT S,2017
Maruti Alto 800 LXI,2015
Mahindra Supro LX 8 Str,2018
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2016
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2017
Tata Harrier XZ BSIV,2019
Datsun GO Plus T VDC,2019
Maruti Ritz VDi,2014
Maruti Swift VXI,2013
Maruti Baleno Alpha 1.2,2017
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018
Hyundai i20 Active 1.2 S,2017
Ford Endeavour 2.2 Titanium AT 4X2,2016
Hyundai i20 1.2 Magna Executive,2017
Tata Indigo CS LX (TDI) BS III,2009
Maruti Eeco 5 Seater AC BSIV,2019
Maruti Alto 800 LXI,2013
Maruti Swift AMT VXI,2018
Hyundai i20 Active SX Petrol,2019
Maruti Wagon R VXI Optional,2017
Tata Nexon 1.2 Revotron XM,2018
Maruti Swift Dzire VXI,2014
Hyundai i20 1.4 CRDi Asta,2011
Toyota Corolla Altis 1.8 VL AT,2009
Tata Zest Revotron 1.2T XMS,2019
Ford Fiesta Classic 1.4 SXI Duratorq,2008
Maruti Alto 800 LXI,2013
Maruti Ritz VDi,2012
Maruti Zen Std,1999
Hyundai EON D Lite Plus,2014
Mahindra Bolero 2011-2019 DI - AC BS III,2014
Hyundai i20 Asta 1.2,2013
Hyundai Santro Xing XG AT eRLX Euro II,2006
Mahindra Xylo D2 Maxx,2015
Honda City V MT,2012
Ford Fiesta 1.4 SXi TDCi ABS,2010
Maruti 800 Std,2004
Hyundai EON Era Plus,2016
Ford Figo Aspire 1.5 Ti-VCT Titanium,2017
Maruti Alto 800 LXI,2017
Hyundai i20 Active 1.4 S,2018
Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017
Hyundai i10 Era,2012
Maruti Alto LX BSIII,2010
Ford Figo 1.5D Ambiente MT,2016
Maruti Swift 1.3 VXi,2008
Chevrolet Enjoy 1.3 TCDi LS 8,2016
Hyundai Verna 1.6 SX,2012
Mahindra Scorpio 1.99 S8,2016
Maruti Swift Dzire ZXi,2012
Hyundai Elite i20 Petrol Asta,2019
Mahindra Scorpio VLX 2WD BSIII,2012
Volkswagen Polo Diesel Highline 1.2L,2012
Maruti Alto LX BSIII,2006
Maruti Alto 800 LX,2016
Honda WR-V i-DTEC VX,2019
Tata Indica V2 LSi,2008
Maruti Alto LXI,2003
Honda City 1.5 EXI,2005
Skoda Octavia Ambiente 1.9 TDI MT,2003
Tata Indica Vista Terra 1.4 TDI,2009
Hyundai Grand i10 1.2 Kappa Magna AT,2017
Maruti Wagon R LXI,2020
Tata Tigor 1.2 Revotron XZ,2018
Maruti Alto K10 VXI,2017
Maruti Swift Dzire VDI,2013
Hyundai Grand i10 Asta Option,2014
Tata Indica Vista Aqua 1.4 TDI,2009
Maruti Ritz VDi,2011
Tata Tiago 1.2 Revotron XZ,2017
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2009
Skoda Rapid 1.5 TDI Ambition BSIV,2018
Maruti 800 Std,2003
Renault Duster 110PS Diesel RxZ,2012
Mahindra XUV500 W8 4WD,2012
Volkswagen CrossPolo 1.5 TDI,2014
Ford Fiesta 1.5 TDCi Ambiente,2014
Maruti Zen VXI,1998
Hyundai i10 Magna 1.2 iTech SE,2011
Mahindra XUV500 W10 2WD,2015
Mahindra Bolero 2011-2019 SLX,2013
Mahindra Bolero 2011-2019 ZLX,2014
Mahindra Bolero 2011-2019 Plus AC,2014
Tata Indica Vista Terra Quadrajet 1.3L BS IV,2011
Mahindra Xylo E4,2010
Tata Zest Revotron 1.2T XM,2016
Maruti Swift Dzire VDI,2014
Tata Manza Aura (ABS) Quadrajet BS IV,2010
Chevrolet Enjoy TCDi LS 8 Seater,2014
Honda City i VTEC V,2015
Hyundai i10 Magna,2010
Honda City i DTEC V,2014
Hyundai i20 Active 1.4 SX with AVN,2015
Ford Figo Diesel Titanium,2012
Ford Figo Diesel Celebration Edition,2013
Tata Zest Quadrajet 1.3 XT,2018
Mahindra XUV500 W8 AWD,2015
Jaguar XF 2.2 Litre Luxury,2015
Tata New Safari DICOR 2.2 LX 4x2,2012
Maruti Alto 800 VXI,2016
Hyundai EON Era Plus,2018
Maruti Alto 800 LXI,2015
Hyundai Santro Xing GLS,2011
Maruti Swift Dzire VDI,2013
Datsun GO A,2015
Hyundai i20 1.4 Sportz,2017
Skoda Fabia 1.2L Diesel Ambiente,2011
Volkswagen Vento Diesel Comfortline,2011
Hyundai Grand i10 Asta,2016
Ford Endeavour 3.2 Titanium AT 4X4,2018
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019
Tata Indica Vista Aura 1.3 Quadrajet (ABS),2011
Hyundai EON Era Plus,2012
Maruti Wagon R LX BSIII,2006
Maruti Alto 800 VXI,2017
Renault KWID Climber 1.0 MT,2017
Maruti Alto K10 2010-2014 VXI,2014
Hyundai Elite i20 Petrol CVT Magna Executive,2019
Volkswagen Polo Select 1.5 TDI Highline,2016
Honda City i DTEC S,2015
Datsun GO T BSIV,2017
Hyundai Verna VTVT 1.6 SX,2019
Toyota Etios Diesel TRD Sportivo,2012
Tata Nexon 1.2 Revotron XM,2018
Hyundai Elite i20 Sportz Plus CVT BSIV,2019
Hyundai Grand i10 CRDi Magna,2014
Maruti Alto 800 LXI,2015
Tata New Safari DICOR 2.2 EX 4x2,2010
Chevrolet Sail Hatchback LT ABS,2013
Maruti Wagon R LXI CNG Optional,2019
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018
Tata Tiago 1.2 Revotron XE,2018
Maruti Ritz VDi,2013
Maruti Swift Dzire ZDI,2015
Ford EcoSport 1.5 Diesel Titanium BSIV,2018
Ford Figo Diesel Titanium,2011
Hyundai i20 1.4 CRDi Asta,2011
Maruti Ciaz ZXi Plus,2015
Hyundai Creta 1.6 CRDi SX Option,2015
Mahindra Scorpio LX,2012
Hyundai Xcent 1.2 CRDi E,2018
Honda Amaze S Diesel BSIV,2018
Maruti Alto LXi,2007
Mahindra Scorpio LX,2012
Hyundai Verna 1.6 SX CRDi (O),2014
Nissan Sunny XL,2011
Mahindra Scorpio 1.99 S6 Plus,2015
Maruti Ritz VDi,2012
Maruti Ignis 1.2 Alpha BSIV,2017
Tata Safari DICOR 2.2 EX 4x2,2011
Maruti Alto LX,2010
Volkswagen Polo Diesel Highline 1.2L,2013
Maruti Swift Dzire LXI,2017
Ford EcoSport 1.5 Petrol Titanium BSIV,2019
Mahindra KUV 100 D75 K8,2020
Maruti Swift Dzire ZDI Plus,2018
Hyundai Santro Xing GLS,2013
Maruti Estilo LXI,2010
Hyundai i20 Sportz 1.4 CRDi,2012
Tata Tiago NRG Petrol AMT,2019
Maruti Alto LX,2004
Maruti Wagon R VXI BS IV,2016
Maruti 800 DX,1999
Chevrolet Enjoy TCDi LS 8 Seater,2015
Honda City V MT,2009
Hyundai EON Magna Plus,2013
Tata Hexa XT,2017
Toyota Innova 2.5 GX 8 STR,2012
Hyundai i20 Asta 1.4 CRDi,2013
Mahindra Scorpio 1.99 S10,2017
Hyundai Verna 1.6 CRDI,2012
Hyundai i20 Petrol CVT Asta,2018
Renault Duster 110PS Diesel RxZ,2014
Tata Nano Twist XT,2014
Mahindra XUV500 W10 2WD,2015
Hyundai Santro Xing GL,2010
Maruti Alto LX BSIII,2008
Hyundai Santro AT CNG,2003
Ford Fiesta EXi 1.4 TDCi Ltd,2010
Ford Fiesta Classic 1.4 Duratorq LXI,2013
Ford EcoSport 1.5 TDCi Titanium BSIV,2015
Ford EcoSport 1.5 TDCi Signature BSIV,2018
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014
Ford Aspire Titanium Diesel BSIV,2017
Ford Figo Aspire Titanium,2015
Mahindra Verito 1.5 D2 BSIII,2011
Hyundai i20 2015-2017 Magna 1.4 CRDi,2016
Maruti Swift VDi BSIII W/ ABS,2010
Mahindra Verito 1.5 D2 BSIII,2011
Ford Fiesta Classic 1.4 Duratorq CLXI,2012
Volkswagen Vento Diesel Highline,2011
Honda City 2017-2020 GXi,2007
Maruti Celerio VXI AT,2017
Datsun GO Plus A,2016
Ford Fiesta Classic 1.4 Duratorq LXI,2011
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Maruti Swift Dzire LDI,2019
Hyundai Santro Xing GLS,2010
Hyundai i20 Sportz 1.4 CRDi,2012
Hyundai Santro Magna BSIV,2019
Mahindra XUV500 W8 4WD,2012
BMW X5 3.0d,2008
BMW 5 Series 520d Sedan,2008
Skoda Rapid 1.5 TDI Ambition,2014
Mahindra Scorpio S10 7 Seater,2015
Chevrolet Enjoy TCDi LTZ 7 Seater,2013
Maruti Ciaz 1.3 Alpha,2018
Tata Aria Pleasure 4x2,2013
Mahindra KUV 100 mFALCON G80 K6 AW,2017
Renault Duster 110PS Diesel RxL,2014
Honda WR-V i-VTEC VX,2017
Tata Zest Revotron 1.2 XT,2017
Hyundai Creta 1.4 CRDi S,2017
Volkswagen Ameo 1.2 MPI Comfortline,2016
Mahindra Bolero 2011-2019 ZLX,2014
Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2007
Maruti 800 AC BSIII,2007
Hyundai Verna 1.6 CRDI,2013
Tata Indica V2 DLE BSII,2009
Renault KWID RXT,2017
Hyundai i20 Active 1.2 S,2017
Renault KWID 1.0 RXT Optional,2016
Hyundai i20 1.2 Spotz,2018
Honda Jazz 1.5 VX i DTEC,2015
Maruti Swift VDI,2012
Maruti Swift Dzire ZDI,2014
Maruti Alto K10 LXI,2014
Maruti Swift Dzire ZDI,2013
Mahindra Scorpio VLX 2WD BSIV,2012
Tata Tiago 1.2 Revotron XZ,2018
Mahindra XUV500 W6 2WD,2013
Hyundai Santro Xing XK eRLX Euro II,2008
Maruti 800 AC,2007
Mahindra Bolero Pik-Up CBC 1.7T,2019
Tata Tiago 2019-2020 XZ,2020
Hyundai Verna CRDi SX ABS,2007
Skoda Rapid 1.5 TDI Ambition BSIV,2018
Nissan Sunny Diesel XV,2013
Maruti Swift Dzire ZDI,2018
Hyundai Santro Asta BSIV,2018
Hyundai i20 1.2 Spotz,2017
Tata Tiago 1.2 Revotron XZ,2017
Toyota Innova Crysta 2.4 ZX AT,2020
Maruti 800 AC,1999
Hyundai i20 Asta 1.4 CRDi (Diesel),2010
Honda Civic 1.8 V MT,2008
Maruti Eeco 5 Seater AC BSIV,2017
Mahindra Xylo E8 ABS Airbag,2011
Renault KWID 1.0 RXT Optional,2016
BMW 3 Series 320d Highline,2012
Maruti Swift Dzire VDi,2010
Maruti Eeco 5 Seater AC BSIV,2016
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013
Ford Ikon 1.8 D,2005
Maruti Celerio VXI,2015
Hyundai Santro Xing GL CNG,2011
Maruti Wagon R LX Minor,2010
Mahindra XUV500 W6 2WD,2015
Hyundai i20 1.2 Asta Option,2018
Maruti Celerio ZXI Optional AMT BSIV,2018
Hyundai Grand i10 Magna,2016
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015
Mahindra TUV 300 T8,2015
Maruti Swift VDI BSIV,2015
Maruti Swift Dzire ZDi,2008
Maruti Wagon R VXI BSIII,2012
Hyundai i20 1.2 Spotz,2018
Hyundai i20 Active 1.2 SX,2018
Maruti Swift VXI Windsong Limited edition,2015
Maruti Wagon R LXI BS IV,2014
Maruti Alto LXi,2007
Chevrolet Beat Diesel LT,2012
Tata Indica Vista TDI LS,2011
Ford Figo Diesel EXI,2011
Mahindra Scorpio EX,2013
Skoda Rapid 1.6 TDI Ambition Plus Alloy,2012
Tata Indigo LX,2007
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2011
Tata Indigo TDI,2012
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018
Volkswagen Polo 1.5 TDI Comfortline,2020
Hyundai Xcent 1.2 VTVT S,2017
Renault KWID 1.0,2016
Honda Civic 1.8 S MT,2006
Tata Indigo CS eLX BS IV,2017
Audi Q3 35 TDI Quattro Technology,2018
Hyundai i20 1.4 CRDi Asta,2011
Tata Nexon 1.2 Revotron XZ Plus,2020
