name,selling_price,km_driven,fuel,mileage,engine,max_power,torque,seats
Tata Safari Storme LX,466000,95500,Diesel,14.0 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7
Ford Figo 1.2P Ambiente MT,370000,40000,Petrol,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5
Maruti Zen Estilo 1.1 VXI BSIII,150000,70000,Petrol,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5
Maruti Celerio ZXI Optional,483000,15000,Petrol,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Hyundai Grand i10 Magna,470000,10000,Petrol,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Maruti Vitara Brezza ZDi Plus Dual Tone,950000,25000,Diesel,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Hyundai Verna 1.6 VTVT,450000,50000,Petrol,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5
Toyota Etios VX,345000,70000,Petrol,17.6 kmpl,1496 CC,88.7 bhp,132Nm@ 3000rpm,5
Maruti A-Star Vxi,300000,60000,Petrol,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5
Maruti Zen Estilo VXI BSIII,160000,74800,Petrol,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Maruti 800 AC BSIII,120000,80000,Petrol,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Tata Zest Revotron 1.2 XT,500000,40000,Petrol,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5
Mahindra XUV500 W9 2WD,1350000,40000,Diesel,16.0 kmpl,2179 CC,138 bhp,330Nm@ 1600-2800rpm,7
Hyundai Grand i10 1.2 CRDi Asta,455000,50000,Diesel,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
Hyundai EON Era Plus,165000,45000,Petrol,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Maruti Swift VXI Optional,470000,23700,Petrol,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Swift VXI Deca,470000,23700,Petrol,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Jeep Compass 1.4 Sport,1520000,10000,Petrol,16.0 kmpl,1368 CC,160 bhp,250Nm@ 1750-2500rpm,5
Maruti Alto K10 VXI,229999,53473,Petrol,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Mahindra Bolero 2011-2019 DI NON AC BS III White,250000,100000,Diesel,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
Mahindra XUV500 W10 2WD,1350000,25000,Diesel,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Hyundai Santro Xing GLS,220000,80000,Petrol,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Hyundai Xcent 1.1 CRDi S,360000,120000,Diesel,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5
Maruti Alto K10 VXI,350000,40000,Petrol,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Hyundai Verna 1.6 SX CRDi (O),500000,70000,Diesel,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Chevrolet Beat Diesel LT,145000,90000,Diesel,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5
Chevrolet Sail Hatchback 1.2,300000,51000,Petrol,18.2 kmpl,1199 CC,82.5 bhp,108.5Nm@ 5000rpm,5
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),180000,87000,Diesel,,,,,
Hyundai Accent GLE,180000,87000,Petrol,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5
Mahindra Bolero GLX,200000,120000,Diesel,,,,,
Maruti Swift Dzire VDI,530000,40000,Diesel,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Renault Duster 110PS Diesel RxL,620000,90000,Diesel,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
Toyota Etios G,360000,110000,Petrol,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5
Hyundai Santro Xing GLS,245000,86000,Petrol,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Maruti Swift VDI BSIV,370000,120000,Diesel,,,,,
Ford Ikon 1.6 Really Sport,130000,80000,Petrol,14.2 kmpl,1597 CC,92 bhp,130@ 2500(kgm@ rpm),5
Maruti Esteem LX - BSIII,70000,65000,Petrol,15.9 kmpl,1298 CC,85 bhp,110Nm@ 4500rpm,5
Maruti Esteem LX - BSIII,70000,70000,Petrol,15.9 kmpl,1298 CC,85 bhp,110Nm@ 4500rpm,5
Ford Fiesta 1.5 TDCi Titanium,650000,140000,Diesel,25.01 kmpl,1498 CC,89.75 bhp,204Nm@ 2000-2750rpm,5
Maruti Swift VXI,610000,18000,Petrol,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Alto K10 VXI,300000,24000,Petrol,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Hyundai Grand i10 CRDi Magna,425000,60000,Diesel,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5
Hyundai Verna 1.6 SX CRDi (O),450000,150000,Diesel,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Hyundai Verna 1.6 CRDI,450000,108000,Diesel,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5
Hyundai i10 Sportz AT,340000,60000,Petrol,16.95 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Maruti Ertiga LDI Option,650000,90000,Diesel,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7
Tata Indigo CS LS (TDI) BS III,160000,70000,Diesel,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5
Tata Indica Vista TDI LS,250000,120000,Diesel,19.1 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5
Chevrolet Beat Diesel LT,225000,100000,Diesel,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5
Tata Indica V2 2001-2011 DLS BSIII,55000,75958,Diesel,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5
Maruti 800 AC,42000,70000,Petrol,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),250000,100000,Diesel,,,,,
Hyundai Tucson CRDi,282000,128000,Diesel,12.6 kmpl,1991 CC,112 bhp,"25@ 1,800-2,800(kgm@ rpm)",7
Tata Indica V2 DLS TC,80000,110000,Diesel,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5
Maruti Swift Dzire VXI,500000,40000,Petrol,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5
Ford Figo Aspire 1.5 TDCi Ambiente,500000,70000,Diesel,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5
Maruti Swift VDI,400000,60000,Diesel,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Mahindra Bolero 2011-2019 SLX,550000,90000,Diesel,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Tata New Safari Dicor LX 4X2 BS IV,200000,70000,Diesel,13.93 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7
Hyundai i10 Sportz,280000,65000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Maruti Swift Dzire VDI,580000,88000,Diesel,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Tata Manza Aura (ABS) Quadrajet,100000,80000,Diesel,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5
Mahindra Scorpio EX,550000,60000,Diesel,14.0 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,8
Mahindra TUV 300 T4 Plus,700000,38000,Diesel,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Tata Manza Aqua Safire,150000,80000,Petrol,15.0 kmpl,1368 CC,90 bhp,116Nm@ 4750rpm,5
Hyundai EON Magna Plus,190000,60000,Petrol,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Mahindra Bolero 2011-2019 SLE,500000,110000,Diesel,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Maruti Swift VDI BSIV,640000,110000,Diesel,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Skoda Fabia 1.2L Diesel Elegance,340000,145000,Diesel,20.86 kmpl,1199 CC,75 bhp,180Nm@ 2000rpm,5
Hyundai Elite i20 Asta Option Diesel,811000,43000,Diesel,22.54 kmpl,1396 CC,88.76 bhp,224nm@ 1500-2750rpm,5
Maruti Ritz LDi,409999,120000,Diesel,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5
Maruti Swift Lxi BSIII,220000,136000,Petrol,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5
Tata Indica V2 DLS BSIII,170000,120000,Diesel,17.88 kmpl,1405 CC,48.21 bhp,85Nm@ 2500rpm,5
Hyundai Elite i20 Petrol Asta Option,700000,25000,Petrol,18.6 kmpl,1197 CC,81.86 bhp,114.73nm@ 4000rpm,5
Mahindra Scorpio S10 4WD,950000,80000,Diesel,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7
Hyundai Accent GLS 1.6 ABS,80000,40000,Petrol,14.4 kmpl,1599 CC,94 bhp,12.5kgm@ 3500rpm,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,9000,Diesel,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Lexus ES 300h,5150000,20000,Petrol,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Tata Safari Storme EX,503000,110000,Diesel,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,18.0 kmpl,1969 CC,190 bhp,400Nm,5
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5
Maruti Wagon R LXI,225000,58343,Petrol,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Maruti Baleno Alpha 1.3,740000,38817,Diesel,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Honda Jazz VX,550000,56494,Petrol,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
Maruti Swift AMT VVT VXI,650000,5621,Petrol,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Toyota Etios VX,625000,25538,Petrol,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5
Maruti Swift AMT ZXI,600000,69779,Petrol,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5
Volvo V40 D3 R-Design,2475000,2000,Diesel,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5
Maruti Swift Dzire VDI,420000,120000,Diesel,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,899000,35000,Diesel,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Datsun GO T Petrol,459999,35000,Petrol,19.83 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5
Hyundai Verna CRDi SX ABS,150000,120000,Diesel,18.1 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5
Renault KWID 1.0 RXT Optional,350000,25000,Petrol,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
Toyota Etios GD,509999,100000,Diesel,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5
Mahindra Bolero 2011-2019 Plus Non AC,500000,120000,Diesel,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9
Tata Zest Revotron 1.2 XT,370000,35000,Petrol,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5
Maruti Alto K10 2010-2014 VXI,240000,44000,Petrol,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Hyundai i20 Asta 1.4 CRDi,530000,100000,Diesel,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Mahindra Scorpio S10 7 Seater,1000000,133000,Diesel,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7
Toyota Innova Crysta 2.4 VX MT BSIV,1600000,35000,Diesel,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7
Hyundai i10 Sportz,350000,64000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Mahindra XUV500 AT W10 FWD,1100000,70000,Diesel,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Hyundai i20 1.2 Magna,220000,70000,Petrol,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Hyundai Grand i10 Sportz,350000,100000,Petrol,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Maruti Swift LDI,370000,90000,Diesel,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Swift Dzire VXi,220000,50000,Petrol,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5
Chevrolet Sail Hatchback LT ABS,200000,80000,Diesel,22.1 kmpl,1248 CC,76.9 bhp,205Nm@ 1750rpm,5
Mahindra KUV 100 mFALCON D75 K4,400000,50000,Diesel,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6
Fiat Grande Punto 1.4 Emotion,150000,55000,Petrol,14.6 kmpl,1368 CC,88.7 bhp,115Nm@ 4500rpm,5
Toyota Innova Crysta 2.7 GX AT 8 STR,1500000,40000,Petrol,10.75 kmpl,2694 CC,163.7 bhp,245Nm@ 4000rpm,8
Maruti Omni 5 Seater BSIV,130000,70000,Petrol,14.0 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm,5
Maruti Alto 800 LXI,185000,80000,Petrol,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Hyundai Santro Xing (Non-AC),110000,80000,Petrol,0.0 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Mahindra Bolero 2011-2019 SLX,450000,120000,Diesel,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Hyundai Grand i10 1.2 Kappa Sportz BSIV,500000,20000,Petrol,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Ford EcoSport 1.5 Petrol Ambiente BSIV,570000,31596,Petrol,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm,5
Mahindra XUV500 W6 2WD,650000,85710,Diesel,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Toyota Fortuner 3.0 Diesel,1680000,129627,Diesel,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7
Datsun RediGO T Option,250000,10000,Petrol,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5
Hyundai i10 Sportz,320000,15000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Maruti Wagon R AMT VXI,440000,35000,Petrol,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5
Hyundai i20 Sportz 1.2,315000,49000,Petrol,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5
Hyundai Santro Xing ABS,100000,70000,Petrol,,,,,
Tata Manza Aura Quadrajet,202999,158000,Diesel,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5
Hyundai EON Era,179000,30000,Petrol,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Hyundai i10 Magna 1.2 iTech SE,140000,60000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5
Maruti Zen Estilo 1.1 LXI BSIII,150000,40000,Petrol,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5
Mahindra Bolero SLX,440000,60000,Diesel,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Ford Figo Diesel EXI,250000,55130,Diesel,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Maruti Wagon R VXI BS IV,330000,22000,Petrol,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Ford Figo Petrol ZXI,250000,48000,Petrol,15.6 kmpl,1196 CC,70 bhp,102Nm@ 4000rpm,5
Hyundai i20 Magna,335000,45000,Petrol,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5
Mahindra XUV500 W4,1025000,22522,Diesel,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Hyundai i20 1.2 Magna,320000,51856,Petrol,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Maruti Ciaz RS ZXi Plus,550000,29434,Petrol,20.73 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,5
Honda WR-V i-DTEC VX,800000,25000,Diesel,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Tata Tiago 1.2 Revotron XZ,380000,28000,Petrol,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Renault Duster 85PS Diesel RxL Optional,400000,44500,Diesel,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5
Maruti Wagon R VXI BS IV,375000,34500,Petrol,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Honda City i-VTEC CVT ZX,1100000,20000,Petrol,18.0 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5
Hyundai i20 1.2 Spotz,650000,15000,Petrol,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Nissan Micra XV CVT,361000,26000,Petrol,19.34 kmpl,1198 CC,76 bhp,104Nm@ 4400rpm,5
Hyundai EON D Lite Plus,140000,20000,Petrol,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Hyundai Xcent 1.2 VTVT S,550000,3000,Petrol,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Honda Amaze VX Petrol BSIV,670000,20000,Petrol,19.5 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
Maruti Vitara Brezza ZDi Plus,880000,25000,Diesel,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000,35000,Diesel,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5
Chevrolet Cruze LTZ,300000,60000,Diesel,18.3 kmpl,1991 CC,147.9 bhp,327Nm@ 2600rpm,5
Honda City i-VTEC CVT VX,1150000,6825,Petrol,18.0 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5
Chevrolet Cruze LTZ AT,450000,155000,Diesel,14.81 kmpl,1998 CC,163.7 bhp,360Nm@ 2000rpm,5
Maruti Eeco CNG 5 Seater AC BSIV,375000,50000,CNG,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5
Maruti Ertiga BSIV VXI,600000,13500,Petrol,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,7
Toyota Innova 2.5 V Diesel 8-seater,700000,260000,Diesel,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Hyundai Xcent 1.2 CRDi S,600000,65000,Diesel,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5
Mahindra Xylo H9,630000,95000,Diesel,14.02 kmpl,2179 CC,118.3 bhp,280Nm@ 2400-2800rpm,8
Maruti Ciaz ZXi,590000,40000,Petrol,20.73 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,5
Hyundai Santro Era,420000,30000,Petrol,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5
Mitsubishi Pajero Sport 4X4 Dual Tone,1950000,120000,Diesel,13.5 kmpl,2477 CC,175.56 bhp,400Nm@ 2000-2500rpm,7
Tata New Safari Dicor EX 4X2 BS IV,541000,112011,Diesel,13.93 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7
Toyota Innova 2.5 G (Diesel) 7 Seater,900000,125000,Diesel,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7
Toyota Innova 2.5 G (Diesel) 7 Seater,900000,125000,Diesel,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7
Tata Manza Aura Quadrajet,250000,43000,Diesel,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5
Mahindra Bolero 2011-2019 SLE,670000,53534,Diesel,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Tata Tigor 2017-2020 XZ Plus,530000,20000,Petrol,20.3 kmpl,1199 CC,83.81 bhp,114Nm@ 3500rpm,5
Chevrolet Beat Diesel LT,150000,70000,Diesel,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5
Mahindra XUV500 W8 2WD,550000,70000,Diesel,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Mahindra Scorpio 1.99 S4 Plus,650000,150000,Diesel,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7
Tata Indica Vista TDI LX,180000,100000,Diesel,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5
Mahindra Thar 4X4,585000,50000,Diesel,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,7
Hyundai i20 Magna,345000,120000,Petrol,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5
Maruti Swift VDI,350000,110000,Diesel,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Honda BRV i-VTEC V MT,725000,140000,Petrol,15.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,7
Tata Venture EX 7 Str,250000,120000,Diesel,15.42 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,7
Maruti 800 AC,45000,70000,Petrol,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Toyota Innova 2.5 E Diesel MS 8-seater,409999,248119,Diesel,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Renault KWID 1.0 RXT Optional,325000,16500,Petrol,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
Maruti Alto K10 VXI,350000,9900,Petrol,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Maruti Alto LXi,180000,80000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Fiat Linea Emotion,150000,100000,Petrol,16.0 kmpl,1368 CC,90 bhp,115Nm@ 4500rpm,5
Maruti Dzire ZXI,700000,20000,Petrol,23.26 kmpl,1197 CC,88.50 bhp,113nm@ 4400rpm,5
Maruti Ciaz ZDi Plus SHVS,795000,90000,Diesel,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Mahindra Thar CRDe,950000,15000,Diesel,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,885000,75000,Diesel,21.5 kmpl,1498 CC,108.5 bhp,250Nm@ 1500-3000rpm,5
Maruti Ritz LDi,160000,140000,Diesel,21.1 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Hyundai i20 1.4 CRDi Asta,300000,120000,Diesel,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,950000,75000,Diesel,21.5 kmpl,1498 CC,108.5 bhp,250Nm@ 1500-3000rpm,5
Maruti Ertiga VDI,549000,90000,Diesel,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7
Audi A3 35 TDI Premium Plus,3000000,20000,Diesel,20.38 kmpl,1968 CC,143 bhp,320Nm@ 1750-3000rpm,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,1200000,61000,Diesel,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
Renault Fluence Diesel E4,570000,100000,Diesel,21.8 kmpl,1461 CC,78 bhp,240Nm@ 2000rpm,5
Mahindra Thar CRDe,800000,60000,Diesel,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6
Hyundai Verna CRDi SX ABS,375000,100000,Diesel,18.1 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5
Mahindra Bolero SLX,300000,170000,Diesel,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Toyota Etios G,350000,100000,Petrol,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5
Mahindra Bolero SLX,400000,120000,Diesel,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Volkswagen Polo 1.5 TDI Comfortline,434999,50000,Diesel,20.14 kmpl,1498 CC,88.8 bhp,230Nm@ 1500-2500rpm,5
Toyota Etios Liva G,200000,120000,Petrol,,,,,
Maruti Alto 800 LXI,260000,25000,Petrol,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Swift VDI,450000,24019,Diesel,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Hyundai Verna 1.6 SX,459999,80000,Diesel,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Maruti Ritz VDi ABS,210000,100000,Diesel,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5
Maruti Swift Dzire VXI,540000,93000,Petrol,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5
Maruti Ertiga SHVS VDI,710000,50000,Diesel,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7
