,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,manufacturer,price_group
3649,Maruti Gypsy King Hard Top Ambulance BSIV,2005,300000,70000,Petrol,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
3650,Ford Figo Diesel Celebration Edition,2013,300000,50000,Diesel,Individual,Manual,First Owner,Ford,"200,000 - 400,000"
3651,Ford Fiesta 1.4 SXi TDCi,2009,80000,180000,Diesel,Individual,Manual,Second Owner,Ford,"0 - 200,000"
3652,Maruti 800 AC,2008,80000,50000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3653,Maruti Esteem Vxi,2007,100000,90000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3654,Tata Indica Vista Quadrajet LS,2012,300000,110000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
3655,Maruti Baleno Zeta Automatic,2018,700000,26000,Petrol,Individual,Automatic,First Owner,Maruti,"600,000 - 800,000"
3656,Maruti Vitara Brezza ZDi Plus,2016,975000,65000,Diesel,Individual,Manual,First Owner,Maruti,"800,000+"
3657,Chevrolet Captiva LT,2009,500000,130000,Diesel,Individual,Manual,First Owner,Chevrolet,"400,000 - 600,000"
3658,Renault Duster 85PS Diesel RxL Optional,2013,550000,75000,Diesel,Individual,Manual,Second Owner,Renault,"400,000 - 600,000"
3659,Nissan Terrano XV Premium 110 PS,2014,550000,110000,Diesel,Individual,Manual,Second Owner,Nissan,"400,000 - 600,000"
3660,Maruti Alto K10 2010-2014 VXI,2014,240000,50000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
3661,Maruti 800 Std,1997,50000,80000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3662,Tata Indica Vista Aura 1.2 Safire,2009,120000,80000,Petrol,Individual,Manual,Second Owner,Tata,"0 - 200,000"
3663,Maruti Alto 800 LXI,2013,900000,60000,Petrol,Individual,Manual,Second Owner,Maruti,"800,000+"
3664,Honda City 1.5 V MT,2009,250000,90000,Petrol,Individual,Manual,Second Owner,Honda,"200,000 - 400,000"
3665,Renault KWID 1.0 RXT Optional,2017,280000,36000,Petrol,Individual,Manual,First Owner,Renault,"200,000 - 400,000"
3666,Tata Indica Vista Terra Quadrajet 1.3L BS IV,2010,85000,87000,Diesel,Individual,Manual,First Owner,Tata,"0 - 200,000"
3667,Tata Indica Vista Terra 1.4 TDI,2011,90000,80000,Diesel,Individual,Manual,First Owner,Tata,"0 - 200,000"
3668,Chevrolet Enjoy TCDi LT 8 Seater,2015,500000,50000,Diesel,Individual,Manual,First Owner,Chevrolet,"400,000 - 600,000"
3669,Maruti 800 Std,2013,200000,60000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
3670,Renault KWID RXT,2015,250000,50000,Petrol,Individual,Manual,First Owner,Renault,"200,000 - 400,000"
3671,Maruti Swift Dzire VDI,2014,185000,40000,Diesel,Individual,Manual,Third Owner,Maruti,"0 - 200,000"
3672,Hyundai i10 Magna 1.1,2008,100000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,"0 - 200,000"
3673,Toyota Etios VXD,2015,610000,55000,Diesel,Individual,Manual,First Owner,Toyota,"600,000 - 800,000"
3674,Mahindra Quanto C8,2012,290000,80000,Diesel,Individual,Manual,First Owner,Mahindra,"200,000 - 400,000"
3675,Mahindra Xylo E9,2012,300000,295000,Diesel,Individual,Manual,First Owner,Mahindra,"200,000 - 400,000"
3676,Hyundai EON Era Plus,2015,225000,80000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
3677,Maruti Alto K10 VXI,2017,320000,50000,Petrol,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
3678,Tata Indigo CR4,2012,135000,158000,Diesel,Individual,Manual,Third Owner,Tata,"0 - 200,000"
3679,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,400000,400000,Diesel,Individual,Manual,Third Owner,Toyota,"400,000 - 600,000"
3680,Maruti Wagon R VXI BS IV,2016,400000,25000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
3681,Hyundai i20 Active 1.2 S,2017,570000,35000,Petrol,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
3682,Maruti Ignis 1.2 Zeta BSIV,2018,500000,12000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
3683,Maruti Omni MPI STD BSIV,2015,130000,70000,Petrol,Individual,Manual,First Owner,Maruti,"0 - 200,000"
3684,Tata Tiago 1.2 Revotron XZ,2018,360000,4000,Petrol,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
3685,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,10832,Petrol,Dealer,Manual,First Owner,Ford,"400,000 - 600,000"
3686,Hyundai i10 Era,2009,250000,50000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
3687,Nissan Sunny XL,2016,600000,19495,Petrol,Dealer,Manual,First Owner,Nissan,"600,000 - 800,000"
3688,Renault Duster 85PS Diesel RxL Plus,2013,570000,62668,Diesel,Dealer,Manual,First Owner,Renault,"400,000 - 600,000"
3689,Mahindra XUV500 W6 2WD,2013,850000,85710,Diesel,Dealer,Manual,First Owner,Mahindra,"800,000+"
3690,Ford Figo Diesel EXI,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,Ford,"200,000 - 400,000"
3691,Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,63356,Diesel,Dealer,Manual,Second Owner,Ford,"400,000 - 600,000"
3692,Toyota Fortuner 3.0 Diesel,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,Toyota,"800,000+"
3693,Chevrolet Spark 1.0 LT,2010,180000,15000,Petrol,Individual,Manual,First Owner,Chevrolet,"0 - 200,000"
3694,Tata Tiago 1.2 Revotron XE,2017,300000,50000,Petrol,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
3695,Toyota Etios Liva VX,2012,269000,70000,Petrol,Individual,Manual,Second Owner,Toyota,"200,000 - 400,000"
3696,Maruti Alto K10 VXI,2018,231999,20000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
3697,Chevrolet Beat LS,2011,150000,60000,Petrol,Individual,Manual,Third Owner,Chevrolet,"0 - 200,000"
3698,Hyundai Grand i10 Asta Option,2017,495000,5000,Petrol,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
3699,Maruti Ciaz VXi,2014,700000,15000,Petrol,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
3700,Datsun GO Plus T BSIV,2018,400000,4400,Petrol,Individual,Manual,Second Owner,Datsun,"400,000 - 600,000"
3701,Mahindra Xylo H4,2019,599000,15000,Diesel,Individual,Manual,Third Owner,Mahindra,"400,000 - 600,000"
3702,Renault Duster 85PS Diesel RxL Optional,2013,421000,45000,Diesel,Individual,Manual,First Owner,Renault,"400,000 - 600,000"
3703,Ford EcoSport 1.5 Diesel Trend BSIV,2018,841000,1000,Diesel,Individual,Manual,First Owner,Ford,"800,000+"
3704,Hyundai i10 Magna 1.1L,2014,295000,38500,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
3705,Hyundai i10 Sportz,2011,220000,25000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
3706,Ford Classic 1.4 Duratorq LXI,2013,250000,35000,Diesel,Individual,Manual,First Owner,Ford,"200,000 - 400,000"
3707,Toyota Fortuner 3.0 Diesel,2009,1100000,110000,Diesel,Individual,Manual,Second Owner,Toyota,"800,000+"
3708,Hyundai Verna 1.6 VTVT,2012,300000,40000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
3709,Chevrolet Aveo U-VA 1.2,2007,80000,110000,Petrol,Individual,Manual,Second Owner,Chevrolet,"0 - 200,000"
3710,Chevrolet Beat Diesel LT,2013,215000,20000,Diesel,Individual,Manual,Third Owner,Chevrolet,"200,000 - 400,000"
3711,Hyundai EON Magna Plus,2012,245000,14987,Petrol,Dealer,Manual,First Owner,Hyundai,"200,000 - 400,000"
3712,Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000,25061,Diesel,Dealer,Manual,First Owner,Ford,"600,000 - 800,000"
3713,Ford Ecosport 1.5 Diesel Titanium,2017,760000,42494,Diesel,Dealer,Manual,First Owner,Ford,"600,000 - 800,000"
3714,Honda Amaze S i-Dtech,2014,395000,44875,Diesel,Dealer,Manual,First Owner,Honda,"200,000 - 400,000"
3715,Ford Figo Diesel EXI,2014,280000,89741,Diesel,Dealer,Manual,Second Owner,Ford,"200,000 - 400,000"
3716,Honda Jazz 1.5 S i DTEC,2016,495000,65000,Diesel,Dealer,Manual,First Owner,Honda,"400,000 - 600,000"
3717,Honda Jazz 1.5 VX i DTEC,2016,525000,35000,Diesel,Dealer,Manual,First Owner,Honda,"400,000 - 600,000"
3718,Toyota Innova 2.5 GX 8 STR BSIV,2009,420000,347089,Diesel,Dealer,Manual,First Owner,Toyota,"400,000 - 600,000"
3719,Tata New Safari DICOR 2.2 VX 4x2,2010,210000,34500,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
3720,Hyundai i20 Active 1.2 S,2018,650000,30000,Petrol,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
3721,BMW 3 Series 320d Luxury Line,2018,2300000,39000,Diesel,Individual,Automatic,First Owner,BMW,"800,000+"
3722,Ford Freestyle Titanium Plus Diesel BSIV,2019,525000,16000,Diesel,Individual,Manual,First Owner,Ford,"400,000 - 600,000"
3723,Maruti Wagon R LXI CNG,2010,195000,80000,Other,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3724,Maruti Ertiga SHVS VDI,2016,650000,60000,Diesel,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
3725,Mahindra TUV 300 T6 Plus,2015,540000,110000,Diesel,Individual,Manual,First Owner,Mahindra,"400,000 - 600,000"
3726,Maruti Alto 800 LXI,2014,180000,61000,Petrol,Individual,Manual,First Owner,Maruti,"0 - 200,000"
3727,Mahindra Bolero Power Plus ZLX,2017,750000,29000,Diesel,Individual,Manual,First Owner,Mahindra,"600,000 - 800,000"
3728,Maruti Ertiga SHVS ZDI Plus,2018,980000,50000,Diesel,Individual,Manual,First Owner,Maruti,"800,000+"
3729,Fiat Grande Punto EVO 90HP 1.3 Sport,2014,250000,90000,Diesel,Individual,Manual,First Owner,Fiat,"200,000 - 400,000"
3730,Hyundai Grand i10 1.2 Kappa Sportz AT,2018,550000,35000,Petrol,Individual,Automatic,First Owner,Hyundai,"400,000 - 600,000"
3731,Volkswagen Vento 1.6 Highline,2015,509999,43000,Petrol,Individual,Manual,Second Owner,Volkswagen,"400,000 - 600,000"
3732,Maruti Alto K10 LXI,2017,320000,50000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
3733,Hyundai EON D Lite,2016,275000,25000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
3734,Mahindra XUV500 W8 2WD,2013,550000,222252,Diesel,Individual,Manual,First Owner,Mahindra,"400,000 - 600,000"
3735,Maruti Wagon R VXI Minor,2009,145000,50000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3736,Fiat Grande Punto Emotion 90Hp,2013,250000,80000,Diesel,Individual,Manual,First Owner,Fiat,"200,000 - 400,000"
3737,Hyundai Verna 1.6 SX,2012,520000,35000,Diesel,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
3738,Maruti Alto LXi,2007,95000,85000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3739,Toyota Innova 2.5 V Diesel 7-seater,2011,725000,110000,Diesel,Individual,Manual,Third Owner,Toyota,"600,000 - 800,000"
3740,Maruti 800 AC,2006,55000,70000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3741,Honda City i DTEC VX,2014,600000,100000,Diesel,Individual,Manual,First Owner,Honda,"600,000 - 800,000"
3742,Volkswagen Vento New Diesel Highline,2013,330000,120000,Diesel,Individual,Manual,Second Owner,Volkswagen,"200,000 - 400,000"
3743,Maruti Swift Dzire VDI,2015,470000,89000,Diesel,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
3744,Maruti Swift ZDi,2013,365000,120000,Diesel,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
3745,Hyundai EON Magna Plus,2013,250000,40000,Petrol,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
3746,Maruti Wagon R VXI BS IV,2017,430000,17000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
3747,Maruti Swift VDI,2013,400000,125000,Diesel,Individual,Manual,Second Owner,Maruti,"400,000 - 600,000"
3748,Maruti Swift Dzire ZXI,2015,615000,110000,Petrol,Individual,Manual,Second Owner,Maruti,"600,000 - 800,000"
3749,Ford Figo Diesel Titanium,2011,150000,120000,Diesel,Individual,Manual,Second Owner,Ford,"0 - 200,000"
3750,Ford Figo Diesel ZXI,2014,240000,90000,Diesel,Individual,Manual,First Owner,Ford,"200,000 - 400,000"
3751,Mahindra Scorpio S10 7 Seater,2014,800000,90000,Diesel,Individual,Manual,First Owner,Mahindra,"800,000+"
3752,Hyundai EON LPG Magna Plus,2015,240000,110000,Other,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
3753,Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,87000,Diesel,Individual,Manual,Second Owner,Ford,"600,000 - 800,000"
3754,Mahindra Scorpio LX,2014,800000,15000,Diesel,Individual,Manual,First Owner,Mahindra,"800,000+"
3755,Hyundai EON 1.0 Kappa Magna Plus,2015,160000,70000,Petrol,Individual,Manual,First Owner,Hyundai,"0 - 200,000"
3756,Ford Fiesta Classic 1.6 Duratec CLXI,2012,350000,38000,Petrol,Individual,Manual,First Owner,Ford,"200,000 - 400,000"
3757,Honda City 1.5 V MT,2011,300000,64000,Petrol,Individual,Manual,Second Owner,Honda,"200,000 - 400,000"
3758,Tata Sumo Gold EX BSIII,2015,399000,55250,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
3759,Mahindra Bolero DI,2011,300000,110000,Diesel,Individual,Manual,First Owner,Mahindra,"200,000 - 400,000"
3760,Maruti A-Star AT VXI,2012,150000,70000,Petrol,Individual,Automatic,First Owner,Maruti,"0 - 200,000"
3761,Chevrolet Cruze LTZ,2010,320000,60000,Diesel,Individual,Manual,Third Owner,Chevrolet,"200,000 - 400,000"
3762,Tata Hexa XM,2018,1280000,17000,Diesel,Individual,Manual,First Owner,Tata,"800,000+"
3763,Renault KWID 1.0 RXT Optional,2017,300000,13000,Petrol,Individual,Manual,Second Owner,Renault,"200,000 - 400,000"
3764,Nissan Terrano XL Plus ICC WT20 SE,2016,1000000,60000,Diesel,Individual,Manual,First Owner,Nissan,"800,000+"
3765,Mitsubishi Pajero Sport 4X4,2012,1090000,120000,Diesel,Individual,Manual,Second Owner,Mitsubishi,"800,000+"
3766,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,450000,97000,Diesel,Individual,Manual,Second Owner,Tata,"400,000 - 600,000"
3767,Tata Indica GLS BS IV,2007,60000,130000,Petrol,Individual,Manual,Second Owner,Tata,"0 - 200,000"
3768,Maruti Swift Dzire ZXI,2013,500000,50000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
3769,Tata Indigo CR4,2012,200000,120000,Diesel,Individual,Manual,Second Owner,Tata,"200,000 - 400,000"
3770,Ford Ecosport 1.5 DV5 MT Titanium,2015,650000,68000,Diesel,Individual,Manual,First Owner,Ford,"600,000 - 800,000"
3771,Maruti Alto LXi,2006,60000,100000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3772,Maruti Ertiga VDI,2013,250999,80000,Diesel,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
3773,Hyundai Accent Executive CNG,2012,185000,67000,Other,Dealer,Manual,Second Owner,Hyundai,"0 - 200,000"
3774,Maruti Alto K10 VXI,2015,155000,60000,Petrol,Individual,Manual,First Owner,Maruti,"0 - 200,000"
3775,Maruti Swift VXI,2019,600000,5000,Petrol,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
3776,Renault KWID RXE,2016,300000,20000,Petrol,Individual,Manual,First Owner,Renault,"200,000 - 400,000"
3777,Hyundai Creta 1.6 E Plus,2018,850000,12500,Petrol,Individual,Manual,First Owner,Hyundai,"800,000+"
3778,Maruti Eeco CNG 5 Seater AC BSIV,2019,470000,4000,Other,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
3779,Ford Figo 1.2P Titanium MT,2019,600000,25000,Petrol,Individual,Manual,First Owner,Ford,"600,000 - 800,000"
3780,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,700000,70000,Diesel,Individual,Manual,Second Owner,Toyota,"600,000 - 800,000"
3781,Maruti Wagon R LXI DUO BSIII,2007,70000,162000,Other,Individual,Manual,First Owner,Maruti,"0 - 200,000"
3782,Toyota Fortuner 3.0 Diesel,2010,1250000,205000,Diesel,Individual,Manual,Second Owner,Toyota,"800,000+"
3783,Audi A6 2.8 FSI,2008,650000,70000,Petrol,Individual,Automatic,Third Owner,Audi,"600,000 - 800,000"
3784,Hyundai Xcent 1.2 CRDi S,2018,450000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,"400,000 - 600,000"
3785,Mahindra XUV500 W8 2WD,2014,750000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,"600,000 - 800,000"
3786,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,775000,70000,Diesel,Individual,Manual,Second Owner,Toyota,"600,000 - 800,000"
3787,Hyundai Santa Fe 4X4,2011,800000,220000,Diesel,Individual,Manual,First Owner,Hyundai,"800,000+"
3788,Honda Amaze E i-Vtech,2015,360000,80000,Petrol,Individual,Manual,Second Owner,Honda,"200,000 - 400,000"
3789,Toyota Corolla Altis Diesel D4DG,2010,250000,120000,Diesel,Individual,Manual,First Owner,Toyota,"200,000 - 400,000"
3790,Jeep Compass 2.0 Longitude Option BSIV,2017,1490000,22038,Diesel,Individual,Manual,First Owner,Jeep,"800,000+"
3791,Nissan Terrano XL 110 PS,2013,600000,80000,Diesel,Individual,Manual,First Owner,Nissan,"600,000 - 800,000"
3792,Maruti Alto LX,2010,120000,90000,Petrol,Individual,Manual,First Owner,Maruti,"0 - 200,000"
3793,Tata New Safari DICOR 2.2 EX 4x2,2012,320000,140000,Diesel,Individual,Manual,Second Owner,Tata,"200,000 - 400,000"
3794,Mahindra Thar 4X2,2011,400000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,"400,000 - 600,000"
3795,Maruti Swift Dzire ZDI,2015,302000,60000,Diesel,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
3796,Chevrolet Beat Diesel LT,2011,130000,80000,Diesel,Individual,Manual,Second Owner,Chevrolet,"0 - 200,000"
3797,Maruti Swift Dzire LXI Option,2014,150000,60000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3798,Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,200000,90000,Diesel,Individual,Manual,Second Owner,Tata,"200,000 - 400,000"
3799,Toyota Innova 2.5 G1 BSIV,2012,950000,80000,Diesel,Individual,Manual,First Owner,Toyota,"800,000+"
3800,Maruti Swift Vdi BSIII,2008,120000,175000,Diesel,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3801,Mahindra XUV500 W7 BSIV,2019,1400000,10000,Diesel,Individual,Manual,First Owner,Mahindra,"800,000+"
3802,Hyundai i20 1.2 Asta Option,2017,620000,65000,Petrol,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
3803,Toyota Innova 2.5 GX 8 STR BSIV,2012,449000,90000,Diesel,Individual,Manual,First Owner,Toyota,"400,000 - 600,000"
3804,Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,First Owner,Maruti,"0 - 200,000"
3805,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,600000,2500,Petrol,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
3806,Honda Amaze VX i-DTEC,2016,700000,35000,Diesel,Individual,Manual,First Owner,Honda,"600,000 - 800,000"
3807,Chevrolet Beat Diesel LT,2012,250000,40000,Diesel,Individual,Manual,First Owner,Chevrolet,"200,000 - 400,000"
3808,Maruti Baleno RS 1.0 Petrol,2018,550000,63000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
3809,Skoda Superb Ambition 2.0 TDI CR AT,2013,675000,88000,Diesel,Dealer,Automatic,First Owner,Skoda,"600,000 - 800,000"
3810,Nissan Terrano XL Plus 85 PS,2015,530000,55000,Diesel,Dealer,Manual,First Owner,Nissan,"400,000 - 600,000"
3811,Chevrolet Enjoy TCDi LT 7 Seater,2014,325000,71014,Diesel,Dealer,Manual,First Owner,Chevrolet,"200,000 - 400,000"
3812,Renault Scala Diesel RxL,2015,370000,60000,Diesel,Dealer,Manual,First Owner,Renault,"200,000 - 400,000"
3813,Skoda Rapid 1.5 TDI Ambition,2014,360000,70000,Diesel,Individual,Manual,First Owner,Skoda,"200,000 - 400,000"
3814,Skoda Superb LK 1.8 TSI AT,2012,650000,60000,Petrol,Dealer,Automatic,First Owner,Skoda,"600,000 - 800,000"
3815,Ford Fiesta 1.5 TDCi Titanium,2012,199000,92000,Diesel,Dealer,Manual,Third Owner,Ford,"0 - 200,000"
3816,Mahindra Quanto C6,2014,285000,89126,Diesel,Individual,Manual,First Owner,Mahindra,"200,000 - 400,000"
3817,Volkswagen Jetta 1.9 TDI Comfortline DSG,2009,260000,134000,Diesel,Individual,Automatic,First Owner,Volkswagen,"200,000 - 400,000"
3818,Maruti Ciaz 1.4 AT Zeta,2019,869999,15000,Petrol,Dealer,Automatic,First Owner,Maruti,"800,000+"
3819,Hyundai Grand i10 1.2 CRDi Magna,2016,425000,42500,Diesel,Dealer,Manual,First Owner,Hyundai,"400,000 - 600,000"
3820,Chevrolet Cruze LTZ AT,2012,490000,42000,Diesel,Dealer,Automatic,First Owner,Chevrolet,"400,000 - 600,000"
3821,Mahindra XUV500 AT W8 FWD,2015,750000,70000,Diesel,Individual,Automatic,Second Owner,Mahindra,"600,000 - 800,000"
3822,Honda City 1.5 EXI,2004,125000,110000,Petrol,Individual,Manual,Third Owner,Honda,"0 - 200,000"
3823,Fiat Linea 1.3 Emotion,2014,221000,131365,Diesel,Individual,Manual,First Owner,Fiat,"200,000 - 400,000"
3824,Volkswagen Vento 1.5 TDI Highline AT,2016,724000,48980,Diesel,Dealer,Automatic,First Owner,Volkswagen,"600,000 - 800,000"
3825,Honda Amaze VX AT i-Vtech,2014,440000,46000,Petrol,Dealer,Automatic,First Owner,Honda,"400,000 - 600,000"
3826,Chevrolet Spark 1.0 LS,2009,70000,60000,Petrol,Individual,Manual,Third Owner,Chevrolet,"0 - 200,000"
3827,Maruti Baleno Delta Diesel,2015,511000,58000,Diesel,Dealer,Manual,First Owner,Maruti,"400,000 - 600,000"
3828,Maruti S-Cross Alpha DDiS 200 SH,2016,790000,22000,Diesel,Dealer,Manual,First Owner,Maruti,"600,000 - 800,000"
3829,Hyundai i20 1.2 Asta Option,2017,640000,37000,Petrol,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
3830,Hyundai Santro Xing GLS,2009,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,"0 - 200,000"
3831,Chevrolet Beat Diesel LT,2012,126000,98900,Diesel,Individual,Manual,Third Owner,Chevrolet,"0 - 200,000"
3832,Chevrolet Beat Diesel LT,2012,120000,125000,Diesel,Individual,Manual,First Owner,Chevrolet,"0 - 200,000"
3833,Mahindra TUV 300 T4 Plus,2017,650000,60000,Diesel,Individual,Manual,First Owner,Mahindra,"600,000 - 800,000"
3834,Hyundai Grand i10 Asta,2014,450000,80000,Petrol,Individual,Manual,Second Owner,Hyundai,"400,000 - 600,000"
3835,Maruti Zen Estilo LXI Green (CNG),2010,110000,80000,Other,Individual,Manual,Fourth & Above Owner,Maruti,"0 - 200,000"
3836,Mahindra Bolero Power Plus Plus AC BSIV PS,2017,600000,40000,Diesel,Individual,Manual,First Owner,Mahindra,"600,000 - 800,000"
3837,Mahindra XUV500 W8 4WD,2012,620000,80000,Diesel,Individual,Manual,Second Owner,Mahindra,"600,000 - 800,000"
3838,Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,30000,Diesel,Individual,Manual,First Owner,Ford,"600,000 - 800,000"
3839,Mahindra Bolero Power Plus ZLX,2018,795000,35000,Diesel,Individual,Manual,First Owner,Mahindra,"600,000 - 800,000"
3840,Tata Winger Deluxe - Hi Roof (AC),2011,300000,180000,Diesel,Individual,Manual,Third Owner,Tata,"200,000 - 400,000"
3841,Renault Lodgy 85PS RxL,2015,495000,60000,Diesel,Individual,Manual,First Owner,Renault,"400,000 - 600,000"
3842,Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,Audi,"800,000+"
3843,Audi Q3 2.0 TDI Quattro Premium Plus,2015,1750000,127643,Diesel,Dealer,Automatic,First Owner,Audi,"800,000+"
3844,Tata Hexa XTA,2018,1350000,34000,Diesel,Individual,Automatic,First Owner,Tata,"800,000+"
3845,Mahindra Xylo D4,2014,350000,145000,Diesel,Individual,Manual,First Owner,Mahindra,"200,000 - 400,000"
3846,Datsun RediGO AMT 1.0 S,2018,300000,25000,Petrol,Individual,Automatic,First Owner,Datsun,"200,000 - 400,000"
3847,Tata Zest Revotron 1.2T XMS,2018,400000,54000,Petrol,Dealer,Manual,Second Owner,Tata,"400,000 - 600,000"
3848,Audi A6 2.0 TDI  Design Edition,2014,1750000,102354,Diesel,Dealer,Automatic,First Owner,Audi,"800,000+"
3849,Maruti Zen LX,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,"0 - 200,000"
3850,Nissan Sunny XL D,2018,500000,70000,Diesel,Individual,Manual,First Owner,Nissan,"400,000 - 600,000"
3851,Audi Q3 35 TDI Quattro Technology,2017,2575000,36000,Diesel,Dealer,Automatic,First Owner,Audi,"800,000+"
3852,Honda Brio VX,2014,345000,58000,Petrol,Dealer,Manual,First Owner,Honda,"200,000 - 400,000"
3853,Tata Indigo CR4,2013,220000,100000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
3854,Audi Q5 2.0 TFSI Quattro Premium Plus,2014,1850000,62237,Petrol,Dealer,Automatic,First Owner,Audi,"800,000+"
3855,Hyundai Santro Xing XL eRLX Euro III,2005,114999,90000,Petrol,Dealer,Manual,Second Owner,Hyundai,"0 - 200,000"
3856,Maruti 800 AC,1999,50000,100000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
3857,Honda Jazz Select Edition,2017,585000,14000,Petrol,Dealer,Manual,First Owner,Honda,"400,000 - 600,000"
3858,Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,21394,Diesel,Dealer,Manual,First Owner,Ford,"800,000+"
3859,Maruti Swift Dzire AMT VXI,2018,625000,13800,Petrol,Individual,Automatic,First Owner,Maruti,"600,000 - 800,000"
3860,Hyundai Creta 1.6 SX Automatic,2017,1035000,23000,Petrol,Dealer,Automatic,First Owner,Hyundai,"800,000+"
3861,Datsun GO T Petrol,2015,310000,32686,Petrol,Dealer,Manual,First Owner,Datsun,"200,000 - 400,000"
3862,Mahindra Xylo D4,2017,600000,99700,Diesel,Individual,Manual,First Owner,Mahindra,"600,000 - 800,000"
3863,Toyota Fortuner 2.8 4WD AT BSIV,2019,3100000,5000,Diesel,Individual,Automatic,First Owner,Toyota,"800,000+"
3864,Honda City i-DTEC SV,2014,650000,49654,Diesel,Dealer,Manual,First Owner,Honda,"600,000 - 800,000"
3865,Hyundai Grand i10 Asta,2016,550000,45457,Petrol,Dealer,Manual,First Owner,Hyundai,"400,000 - 600,000"
